url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.nikkei.com/article/DGXZQOFL070GR0X00C25A1000000/,,東証前引け 日経平均は急反発 米ハイテク株高で東エレクが急伸,20250107T031500Z,https://www.nikkei.com/.resources/k-components/rectangle.rev-d54ea30.png,nikkei.com,Japanese,Japan
https://tnp.straitstimes.com/news/singapore/mediacorp-disqualifies-3-stolen-designs-competition,,Mediacorp disqualifies 3 stolen designs from competition,20250107T031500Z,https://tnp.straitstimes.com/sites/default/files/styles/rl680/public/IMG0366.jpeg?itok=-PCN45-G,tnp.straitstimes.com,English,Singapore
https://www.newspim.com/news/view/20250107000407,https://m.newspim.com/newsamp/view/20250107000407,정근식  올해 학습진단성장센터 설치 … 기초학력 지원한다  ,20250107T031500Z,http://img.newspim.com/news/2025/01/07/250107112432385_w.jpg,newspim.com,Korean,South Korea
https://ua.korrespondent.net/world/4745709-makron-zvynuvatyv-maska-u-vtruchanni-v-yevropeisku-polityku,https://ua.korrespondent.net/amp/4745709-makron-zvynuvatyv-maska-u-vtruchanni-v-yevropeisku-polityku,Макрон звинуватив Маска у втручанні в європейську політику,20250107T031500Z,https://kor.ill.in.ua/m/1260x900/4282728.png,ua.korrespondent.net,Ukrainian,Ukraine
https://www.diariolibre.com/deportes/mas-deportes/2025/01/06/la-decision-de-aaron-rodgers-sera-clave-en-su-busqueda-de-direccion/2959579,https://www.diariolibre.com/amp/deportes/mas-deportes/2025/01/06/la-decision-de-aaron-rodgers-sera-clave-en-su-busqueda-de-direccion/2959579,La decisión de Aaron Rodgers será clave en su búsqueda de dirección,20250107T031500Z,https://resources.diariolibre.com/images/2025/01/06/la-decision-de-aaron-rodgers-sera-clave-en-su-busqueda-de-direccion-focus-0.03-0.54-608-342_wam.jpg,diariolibre.com,Spanish,United States
https://www.straitstimes.com/life/arts/mediacorp-disqualifies-3-designs-from-competition-illustrator-lee-xin-lis-work-plagiarised-again,,"Mediacorp disqualifies 3 designs from competition , illustrator Lee Xin Li work plagiarised again",20250107T031500Z,https://cassette.sphdigital.com.sg/image/straitstimes/fee3a6107895923e80a77f622d911bd6f495d0d7ffad955d5bd411ac3b3c8a44,straitstimes.com,English,Singapore
https://www.milenio.com/politica/comunidad/guanajuato-en-su-plan-de-gobierno-2024-2030-ayuda-de-ia,https://amp.milenio.com/politica/comunidad/guanajuato-en-su-plan-de-gobierno-2024-2030-ayuda-de-ia,Guanajuato tendrá en su Plan de Gobierno 2024 - 2030 ayuda de IA,20250107T031500Z,https://cdn.milenio.com/uploads/media/2025/01/06/plan-gobierno-estatal-contara-inteligencia.jpg,milenio.com,Spanish,Mexico
https://inews24.com/view/1801304,https://m.inews24.com/v/1801304,"삼성전자 , 집 넘어 선박 · 車까지 … 홈 AI 확장",20250107T031500Z,https://img.lb.inews24.com/v1/facebookexternalhit/face/626x352/4c85cf89afb981.jpg,inews24.com,Korean,
https://www.diariolibre.com/deportes/beisbol/2025/01/06/sheel-seidler-demanda-a-cunados-por-control-del-equipo-de-san-diego/2959500,https://www.diariolibre.com/amp/deportes/beisbol/2025/01/06/sheel-seidler-demanda-a-cunados-por-control-del-equipo-de-san-diego/2959500,Sheel Seidler demanda a cuñados por control del equipo de San Diego,20250107T031500Z,https://resources.diariolibre.com/images/2025/01/06/sheel-seidler-demanda-a-cunados-por-control-del-equipo-de-san-diego-focus-0-0-608-342_wam.jpg,diariolibre.com,Spanish,United States
https://finance.yahoo.com/news/2-unstoppable-artificial-intelligence-ai-095100731.html,,2 Unstoppable Artificial Intelligence ( AI ) Stocks to Buy Hand Over Fist in 2025 and 1 to Avoid,20250107T031500Z,https://s.yimg.com/ny/api/res/1.2/XVLEfmCs42.zgDtlvPaXnw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/motleyfool.com/8cb25ad97d96f815c9d3f2bc3425f5ff,finance.yahoo.com,English,United States
http://www.shikoku-np.co.jp/national/economy/article.aspx?id=20250107000146,,次世代都市 、 秋に本格始動 ／ トヨタ 、 静岡県裾野市で建設 | 全国ニュース,20250107T031500Z,http://www.shikoku-np.co.jp/img_news.aspx?id=20250107000146&no=1,shikoku-np.co.jp,Japanese,Japan
https://forums.appleinsider.com/discussion/238807,,UnifyDrive UP6 is an AI - enhanced network attached storage device with a built - in display - General Discussion Discussions on AppleInsider Forums,20250107T031500Z,https://photos5.appleinsider.com/gallery/62207-128918-UnityDrive-UP6-drive-horizontal-xl.jpg,forums.appleinsider.com,English,United States
https://www.local10.com/business/2025/01/07/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/,,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T031500Z,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/U7NZ3AQ5KJFLBELGWTDAFO7TLU.jpg?_a=DATAdtfiZAA0",local10.com,English,United States
http://arabic.people.com.cn/n3/2025/0107/c31660-20262729.html,,كبير المشرعين الصينيين يعقد محادثات مع رئيس الكونغرس البيروفي,20250107T031500Z,,arabic.people.com.cn,Arabic,China
https://www.wknofm.org/politics-npr-news/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,https://www.wknofm.org/politics-npr-news/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board?_amp=true,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T031500Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,wknofm.org,English,United States
https://www.2news.com/news/national/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/article_30cdb46c-21e9-5683-9a2c-ef441b26dca4.html,,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T031500Z,https://bloximages.newyork1.vip.townnews.com/2news.com/content/tncms/assets/v3/editorial/4/a0/4a069c89-e43d-51a3-9607-a7ce628d0544/677c93e3c57ff.image.jpg?crop=1763%2C926%2C0%2C124,2news.com,English,
http://en.people.cn/n3/2025/0107/c90000-20262587.html,,China top legislator holds talks with Congress of Peru president,20250107T031500Z,,en.people.cn,English,China
https://inews24.com/view/1801276,https://m.inews24.com/v/1801276,"신동빈 롯데 회장 , 9일 사장단 회의 연다⋯  혁신 · 쇄신 논의  ",20250107T031500Z,https://img.lb.inews24.com/v1/facebookexternalhit/face/626x352/10cd87df533c50.jpg,inews24.com,Korean,
https://www.diariolibre.com/deportes/beisbol/2025/01/06/asociacion-de-jugadores-de-mlb-retira-demanda-contra-los-piratas/2959547,https://www.diariolibre.com/amp/deportes/beisbol/2025/01/06/asociacion-de-jugadores-de-mlb-retira-demanda-contra-los-piratas/2959547,Asociación de Jugadores de MLB retira demanda contra los Piratas,20250107T031500Z,https://resources.diariolibre.com/images/2025/01/06/asociacion-de-jugadores-de-mlb-retira-demanda-contra-los-piratas-focus-0.11-0.5-608-342_wam.jpg,diariolibre.com,Spanish,United States
https://www.news4jax.com/business/2025/01/07/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/,,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T031500Z,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/U7NZ3AQ5KJFLBELGWTDAFO7TLU.jpg?_a=DATAdtfiZAA0",news4jax.com,English,United States
https://inews24.com/view/1801321,https://m.inews24.com/v/1801321,삼성전자  갤럭시 언팩  15초 영상에 담긴 의미,20250107T031500Z,,inews24.com,Korean,
https://www.kunc.org/npr-news/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,https://www.kunc.org/npr-news/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board?_amp=true,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T031500Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,kunc.org,English,United States
https://laopinion.com/2025/01/06/mexico-comparte-estrategia-de-seguridad-con-sus-embajadores-y-enfatiza-cooperacion-internacional/,,México comparte estrategia de seguridad con sus embajadores y enfatiza cooperación internacional,20250107T031500Z,https://laopinion.com/wp-content/uploads/sites/3/2025/01/omar-garcia-harfuch.jpg,laopinion.com,Spanish,United States
https://www.arkansasonline.com/news/2025/jan/06/former-arkansas-legal-aid-attorney-heading-group/,,Former Arkansas legal aid attorney heading group aimed at countering  harm of AI | The Arkansas Democrat - Gazette,20250107T031500Z,https://wehco.media.clients.ellingtoncms.com/imports/adg/photos/208950208_208571585-9816971b90134f2db1785f8c6938c64f_t1200.jpg?57a0c2296240c280e9492005c3cad63e7cbe80f4,arkansasonline.com,English,United States
https://news.sky.com/story/crackdown-promised-on-creators-of-sexually-explicit-deepfakes-and-intimate-images-without-consent-13284609,https://news.sky.com/story/amp/crackdown-promised-on-creators-of-sexually-explicit-deepfakes-and-intimate-images-without-consent-13284609,Crackdown promised on creators of sexually explicit deepfakes and intimate images without consent,20250107T030000Z,https://e3.365dm.com/24/12/1600x900/skynews-deepfake-videos-farrell-vt-generic-imaage_6767932.jpg,news.sky.com,English,United Kingdom
https://www.clickorlando.com/business/2025/01/07/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/,,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T030000Z,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/U7NZ3AQ5KJFLBELGWTDAFO7TLU.jpg?_a=DATAdtfiZAA0",clickorlando.com,English,United States
https://www.ksat.com/business/2025/01/07/stock-market-today-asian-shares-mostly-rise-after-wall-street-rally-led-by-nvidia/,,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T030000Z,"https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/U7NZ3AQ5KJFLBELGWTDAFO7TLU.jpg?_a=DATAdtfiZAA0",ksat.com,English,United States
https://www.coastfm.co.uk/news/uk/crackdown-promised-on-creators-of-sexually-explicit,,Crackdown promised on creators of sexually explicit deepfakes and intimate images without consent,20250107T030000Z,https://e3.365dm.com/24/12/640x380/skynews-deepfake-videos-farrell-vt-generic-imaage_6767932.jpg,coastfm.co.uk,English,
https://biztoc.com/x/4c67db3a98195a4a,,Nvidia CEO set to take stage at CES just after shares hit record high,20250107T030000Z,https://biztoc.com/cdn/4c67db3a98195a4a_s.webp,biztoc.com,English,
https://www.thewrap.com/ai-disabled-peoples-hollywood-success/,,AI Sets the Stage for Disabled People Success in Entertainment,20250107T030000Z,https://www.thewrap.com/wp-content/uploads/2025/01/Kristen-Lopez-Lolo-Spencer-Ashley-Eakin-Adam-Conover-and-Candis-Welch-CRED-Randy-Shropshire.jpg,thewrap.com,English,United States
https://www.fwi.co.uk/arable/crop-management/disease-management/what-the-latest-in-field-pest-and-disease-detection-tech-can-offer,,What the latest in - field pest and disease tech can offer,20250107T030000Z,https://stmaaprodfwsite.blob.core.windows.net/assets/sites/1/2025/01/Blight-spraying-potatoes-12190_GNP_3304_C_GNP-1024x577.jpg,fwi.co.uk,English,United Kingdom
https://sbr.com.sg/co-written-partner/event-news/focus-developing-digital-infrastructure-and-upskilling-their-workforce-remain-agile-bdos-cecil-su,,Focus on developing digital infrastructure and upskilling their workforce to remain agile – BDO Cecil Su,20250107T030000Z,https://sbr.com.sg/s3/files/styles/opengraph/public/2025-01/1200x628-cecil-su.png?e0991&itok=CuLq90Zj,sbr.com.sg,English,Singapore
http://usa.chinadaily.com.cn/a/202501/07/WS677c02e2a310f1265a1d941b.html,,Foreign institutions express confidence in A - share market,20250107T030000Z,http://img2.chinadaily.com.cn/images/202501/07/677c3b8ea310f1268d87e910.jpeg,usa.chinadaily.com.cn,English,China
https://siliconangle.com/2025/01/06/amd-debuts-ai-optimized-laptop-processor-can-run-large-language-models/,,AMD debuts AI - optimized laptop processor that can run large language models,20250107T030000Z,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2025/01/AMD.png,siliconangle.com,English,United States
https://www.torontotelegraph.com/news/274911817/blackberry-to-participate-in-upcoming-investor-event,,BlackBerry to Participate in Upcoming Investor Event,20250107T030000Z,,torontotelegraph.com,English,Canada
https://www.challenges.fr/economie/wall-street-termine-en-ordre-disperse-lappetit-pour-lia-ne-faiblit-pas_595526,,"Wall Street termine en ordre dispersé , lappétit pour lIA ne faiblit pas",20250107T030000Z,https://www.challenges.fr/_ipx/f_webp&w_1200&enlarge_true/https://challenges.fr/static/afp/9d0e6324a8d8aab1b365ec5d75f40e7ccd96d154_1.jpg%3FVersionId=a0df.ujaEbS8g3XKsYnuYpOI24BZo28p,challenges.fr,French,France
https://www.yahoo.com/news/ufc-boss-join-board-facebook-024005662.html,,UFC boss to join board of Facebook owner Meta,20250107T030000Z,https://s.yimg.com/ny/api/res/1.2/BdPUsbQlGEjrI1aVuPicKQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/bbc_us_articles_995/728d11fbbcb4e7fa6594887eb9087a20,yahoo.com,English,United States
https://www.powermag.com/factors-impacting-the-transition-to-carbon-free-energy/,,Factors Impacting the Transition to Carbon - Free Energy,20250107T030000Z,https://www.powermag.com/wp-content/uploads/2024/02/fig2-wind-solar-hydro-shutterstock-570200689.jpg,powermag.com,English,United States
https://www.wesa.fm/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T030000Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,wesa.fm,English,United States
https://www.thetimes.com/uk/arts/article/book-clubs-ai-insults-readers-with-bigoted-and-racist-put-downs-vbkv6xf95,,Book club AI insults readers with  bigoted and racist  put - downs,20250107T030000Z,https://www.thetimes.com/imageserver/image/%2Fmethode%2Ftimes%2Fprod%2Fweb%2Fbin%2Fee77918c-5f32-4105-b2a3-5acb30895acc.jpg?crop=1600%2C900%2C0%2C0,thetimes.com,English,
https://www.liputan6.com/feeds/read/5851906/350-kata-inggris-aesthetic-untuk-caption-media-sosial,,350 Kata Inggris Aesthetic untuk Caption Media Sosial,20250107T030000Z,https://cdn1-production-images-kly.akamaized.net/MAPhp3Pb6khGIjKGQnGBz51x20s=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/5066918/original/032181100_1735272763-1735269995518_kata-inggris-aesthetic.jpg,liputan6.com,English,Indonesia
http://arabic.news.cn/20250107/1101e51af4494afd8fba59f9b02f091f/c.html,,كبير المشرعين الصينيين يعقد محادثات مع رئيس الكونغرس البيروفي,20250107T030000Z,,arabic.news.cn,Arabic,China
https://hiphopnc.com/7800869/ai-and-smart-glasses-in-the-spotlight-following-new-orleans-incident/,,NOLA Attack Sparks Debate on AI and Meta Glasses Regulation,20250107T030000Z,https://themorninghustle.com/wp-content/uploads/sites/77/2025/01/17362069813885.jpg?&strip=all&quality=80,hiphopnc.com,English,United States
https://proceso.hn/samsung-lanzara-al-mercado-su-robot-domestico-ballie-en-la-primera-mitad-de-2025/,,Samsung lanzará al mercado su robot doméstico Ballie en la primera mitad de 2025,20250107T030000Z,,proceso.hn,Spanish,Honduras
https://www.journalgazette.net/business/ces-2025-is-here-what-can-we-expect-from-the-annual-show-of-all-things/article_323136f0-382a-55d2-9df7-431364033259.html,,CES 2025 is here . What can we expect from the annual show of all things tech ? ,20250107T030000Z,https://bloximages.chicago2.vip.townnews.com/journalgazette.net/content/tncms/assets/v3/editorial/8/e6/8e66367a-21eb-51f8-877e-e09e4395d5de/677c561bbed8f.image.jpg?crop=1763%2C926%2C0%2C124,journalgazette.net,English,United States
https://www.erienewsnow.com/story/52121655/ufc-head-dana-white-joins-metas-board-mark-zuckerbergs-second-key-right-wing-appointment-in-a-week,,"UFC head Dana White joins Meta board , Mark Zuckerberg second key right - wing appointment in a week",20250107T030000Z,https://CNNWIRE.images.worldnow.com/images/26320443_G.jpg?lastEditedDate=1736187688000,erienewsnow.com,English,United States
https://overclockers.ru/blog/worldnews/show/200925/Dorogoj-plan-ChatGPT-Pro-okazalsya-ubytochnym-dlya-OpenAI-iz-za-vysokoj-aktivnosti-pol-zovatelej,https://overclockers.ru/blog/worldnews/amp/200925/Dorogoj-plan-ChatGPT-Pro-okazalsya-ubytochnym-dlya-OpenAI-iz-za-vysokoj-aktivnosti-pol-zovatelej,Тарифный план ChatGPT Pro оказался убыточным для OpenAI из - за высокой активности пользователей,20250107T030000Z,https://overclockers.ru/st/legacy/blog/432003/607560_O.jpg,overclockers.ru,Russian,Russia
https://noticias.uol.com.br/ultimas-noticias/afp/2025/01/06/meta-nomeia-dana-white-chefe-do-ufc-e-proximo-a-trump-para-seu-conselho-de-administracao.htm,https://noticias.uol.com.br/ultimas-noticias/afp/2025/01/06/meta-nomeia-dana-white-chefe-do-ufc-e-proximo-a-trump-para-seu-conselho-de-administracao.amp.htm,"Meta nomeia Dana White , chefe do UFC e próximo a Trump , para seu conselho de administrao",20250107T030000Z,,noticias.uol.com.br,Portuguese,Brazil
https://www.yahoo.com/news/stock-market-today-asian-shares-023611440.html,,Stock market today : Asian shares mostly rise after Wall Street rally led by Nvidia,20250107T030000Z,https://s.yimg.com/ny/api/res/1.2/Lr6wsQKGru7bDOWR9UlRJw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap.org/ef3070c332d74bb353a253f09b86fefa,yahoo.com,English,United States
https://www.wuwf.org/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,https://www.wuwf.org/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board?_amp=true,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T030000Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,wuwf.org,English,United States
https://knpr.org/npr/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T030000Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,knpr.org,English,United States
https://www.straitstimes.com/business/companies-markets/tencent-shares-plunge-after-us-adds-company-to-chinese-military-blacklist,,Tencent shares plunge after US adds company to Chinese military blacklist,20250107T030000Z,https://cassette.sphdigital.com.sg/image/straitstimes/ed314b103f1afe28fc915d4ad73dbfe018f3a4a21eacaf6e2c596eeda44850ef,straitstimes.com,English,Singapore
https://www.wuky.org/npr-news/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T030000Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,wuky.org,English,United States
https://www.thestar.com.my/tech/tech-news/2025/01/07/as-new-cybersecurity-threats-loom-ai-defences-get-popular,,"As new cybersecurity threats loom , AI defences get popular",20250107T030000Z,https://apicms.thestar.com.my/uploads/images/2025/01/06/3103593.jpeg,thestar.com.my,English,Malaysia
https://www.madboxpc.com/lg-presenta-en-ces-2025-una-plataforma-de-controladores-integrados-para-vehiculos/,,LG presenta en CES 2025 una plataforma de controladores integrados para vehículos,20250107T024500Z,https://i0.wp.com/www.madboxpc.com/wp-content/uploads/2025/01/LG-CES-2025_Lifestyle-Solution-for-Mobility_Exterior.jpg?fit=1200%2C674&ssl=1,madboxpc.com,Spanish,United States
https://www.finanznachrichten.de/nachrichten-2025-01/64223323-nvidia-stock-ai-partnerships-drive-impressive-market-gains-660.htm,,Nvidia Stock : AI Partnerships Drive Impressive Market Gains,20250107T024500Z,https://www.boerse-global.de/wp-content/uploads/ai-imgs/US67066G1040-2025-01-07-00-51-34.png,finanznachrichten.de,English,Germany
https://santamariatimes.com/ap/international/terremoto-de-magnitud-7-1-sacude-regi-n-del-t-bet-en-china-cerca-de/article_cb473a35-51d5-5ac6-b28c-c7aaf0f5b806.html,,"Terremoto de magnitud 7 , 1 sacude región del Tíbet en China cerca de la frontera con Nepal",20250107T024500Z,https://bloximages.chicago2.vip.townnews.com/santamariatimes.com/content/tncms/custom/image/b9c888ca-59a2-11eb-a31f-0b4d74fa96dc.jpg,santamariatimes.com,Spanish,United States
https://www.wnmufm.org/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board,https://www.wnmufm.org/2025-01-06/meta-taps-trump-ally-and-ufc-ceo-dana-white-to-join-its-board?_amp=true,Meta taps Trump ally and UFC CEO Dana White to join its board,20250107T024500Z,http://npr-brightspot.s3.amazonaws.com/4c/1c/318f06564bbf8c3a29d7899f03bb/gettyimages-2183218502.jpg,wnmufm.org,English,United States
https://www.news1.kr/world/usa-canada/5653212,https://www.news1.kr/amp/world/usa-canada/5653212,  트럼프 당선  의회 인준에 비트코인 10만달러 재돌파 … 25만달러 간다 ( 종합2보 ) ,20250107T024500Z,https://i3n.news1.kr/system/photos/2025/1/7/7072251/high.jpg,news1.kr,Korean,South Korea
https://www.multifamilybiz.com/webcasts/178/tech_trends_for_2025_revolutionizing_operations_to...,,Tech Trends for 2025 : Revolutionizing Operations to Elevate Renter Experiences,20250107T011500Z,https://apollostore.blob.core.windows.net/multifamilybiz/webcasts/2025_Tech_Predictions_LN_178.jpg,multifamilybiz.com,English,United States
